agricultrendsyieldregression.country,agricultrendsyieldregression.crop,agricultrendsyieldregression.coefficient1,agricultrendsyieldregression.coefficient2,agricultrendsyieldregression.intercept,agricultrendsyieldregression.mse
Iran (Islamic Republic of),Chillies and peppers green,30.471877717998897,33.477769906469845,1.8341383376879596,8.331728127888819E9
Egypt,Beans dry,3.686742476480565,24.221042311674772,1.0666312817704902,5.1596640710136425E8
Saint Vincent and the Grenadines,Fibre Crops Primary,3.1324848476715497,0.6130250829336108,0.023122118772294996,5435564.195390938
Republic of Korea,Hops,88.74404740832745,8.615545911379172,0.7210573084294372,5.618116285345553E8
Iceland,Potatoes,422.4401509434676,11.135161312016375,5.186910085077054,1.0144612264355318E10
India,Melons other inc.cantaloupes,637.8353430519343,172.04154042615968,7.172419742563187,1.5987095587159803E10
El Salvador,Sugar cane,3146.95953205183,543.1609270568314,21.63138171662106,9.558526205226378E10
Afghanistan,Sugar cane,236.48208215955944,128.4914952299545,9.70539821999399,4.271710025687707E10
Lebanon,Onions dry,431.3225579484861,141.1361546791569,8.687285996819567,3.3238526303716915E10
United Kingdom of Great Britain and Northern Ireland,Peas green,398.72896486089724,33.851006586265825,3.8926590107145245,4.2817708276092834E9
Mexico,Tangerines mandarins clementines satsumas,286.6203965239021,101.76045994090804,4.7798908785846725,8.902547896736591E9
Nepal,Tangerines mandarins clementines satsumas,159.4745004187581,20.619975140914473,1.5791947264257098,5.324975109232153E9
Guinea,Plantains and others,217.20565626539153,40.299777583854414,1.55160977896914,3.877739340087322E8
Peru,Cow peas dry,18.219387167935807,2.7502669132370556,0.13731027366261844,1.1025646338984409E8
France,Beans dry,54.6530158815562,8.651722341724001,0.7771556866914737,2.479046857026863E8
Ecuador,Coffee green,12.185407250392121,1.71416380746658,0.07841070675903859,1865387.974735796
France,Sugar beet,1771.5876359174742,281.89274623565404,25.343632839957742,2.5411028578539606E11
Lebanon,Strawberries,221.8225041309979,75.82229361569084,4.655799040648819,1.4568734569428356E10
Mongolia,Rapeseed,1.4207210324768536,0.02442419311575316,0.07956473064798837,2.0562462339946303E8
Latvia,Sugar beet,237.82258300948294,30.302267470833684,4.537176756990607,9.798461101472043E10
Nepal,Citrus Fruit Total,171.45584607910155,22.175847481425453,1.6989126514976332,5.656865715127461E9
Sri Lanka,Cow peas dry,34.762245681325666,7.1520238281214334,0.2628265931940409,1.6129258648363413E7
Denmark,Raspberries,46.17123544348668,6.58422906902706,0.7901621715385067,1.0290685917939312E9
Yemen,Melons other inc.cantaloupes,47.385935092057785,92.67257946838004,3.8259677597283908,1.625572937841012E10
Denmark,Cereals Total,123.82843444697654,17.653524057814575,2.158651108649036,1.8838577483421721E9
Thailand,Bastfibres other,54.46823817837761,10.342055213801974,0.39280604415495196,2.851739509186923E7
Lebanon,Lemons and limes,687.3339138290393,220.99382752019292,13.725026040148588,7.712237854168784E10
Suriname,Oilcrops Oil Equivalent,30.131330385099798,4.1982351410799055,0.16163220560287045,1.2537020212852031E7
Argentina,Quinces,93.20970272968955,27.693223329002645,1.9555392961999327,5.606911026705571E9
Mongolia,Fruit Primary,3.2609306334101587,0.08890521175868558,0.18372032784437684,5.9089639634854846E7
United Kingdom of Great Britain and Northern Ireland,Beans green,357.9973955490557,30.34039971512989,3.481103149026332,3.37105424756666E9
Bhutan,Fibre Crops Primary,149.24900548097315,11.480895794807454,0.9738052113910772,1.9636032351394996E8
Albania,Eggplants aubergines,285.7761735225343,43.916655512090315,3.6912189828224955,2.7851632130012035E10
Sao Tome and Principe,Roots and tubers nes,487.72131489926295,68.97522439873602,2.8874040182800202,1.963048987479486E9
Dominica,Pulses nes,15.704281689896192,1.3573882576778746,0.05975257219539263,707853.5186361446
Mongolia,Onions dry,24.255894287705136,0.6843208566706735,1.3744618138310363,5.466696960211012E9
Brunei Darussalam,Cereals Total,51.792855846794744,5.512836467608677,0.212462450780745,3.804748867022108E7
Georgia,Cherries,53.65502783102334,4.753162804538409,0.7053325514721013,1.253781221379156E9
Senegal,Fruit Primary,206.05655268279511,97.53212598924802,3.4634073267806613,4.632240461984034E9
Bhutan,Cereals Rice Milled Eqv,60.04245259966718,4.65417995968374,0.39652376362066116,3.873808980426817E7
Malaysia,Manila fibre abaca,35.94991999009471,3.7402466484286485,0.14839982034076052,1.2649258508259898E8
Lebanon,Taro cocoyam,364.5524737366797,121.31455595183957,7.486427500694816,2.5376118203459297E10
Haiti,Coconuts,82.01548605718706,15.635092287512823,0.6214675023262416,3.866507139144657E8
Montenegro,Olives,39.926784711319854,4.090764641680799,0.41259083800265295,4.300906132319503E9
India,Wheat,67.04269941028244,18.116975791863755,0.7542425186273276,2.1855421865677583E8
Iceland,Roots and Tubers Total,422.4401509434676,11.135161312016375,5.186910085077054,1.0144612264355318E10
Austria,Cherries,85.59969029627759,6.240907084233901,0.8965333813813955,1.2671928302536902E9
Republic of Korea,Roots and Tubers Total,785.4087715820664,78.0596870950852,6.6897444923198375,1.1215471687488552E10
Liberia,Cassava,267.86301450113154,35.33200452492725,1.38907248098462,2.084287415727509E8
Republic of Korea,Peaches and nectarines,397.2959918261243,39.54319342999747,3.3749034993669738,3.2357968535836477E9
Belarus,Oilcrops Oil Equivalent,2.892292596339181,0.40572583183588284,0.054491941406717224,9942159.424140241
Mexico,Oats,32.79495245860735,11.583708430300877,0.5434100603748131,1.2342923272010821E8
Italy,Sesame seed,19.68842150673529,3.388540524066617,0.26833265050259836,3.911203052475205E7
Bosnia and Herzegovina,Apples,56.85751258557572,6.771492857301988,0.656745531206903,1.0860426136379857E9
Syrian Arab Republic,Coarse Grain Total,8.06869518135996,5.727865277556633,0.3183504323900212,5.216390364376851E7
Spain,Beans dry,18.086230358448002,5.23505994006064,0.36986887675876245,6.72523866644738E7
Latvia,Apples,39.13658951675724,4.8890503207836975,0.7263932698815161,1.6900929779302754E9
Australia,Walnuts with shell,3.5609206084703637,1.8929516376397806,0.08731480715842695,1.8498749671542685E7
Democratic People's Republic of Korea,Maize,122.28336332707153,8.641378544087791,1.3956119054498122,7.451045268696759E8
Ecuador,Soybeans,65.33972161318351,9.016507953281398,0.4121376233086351,3.132821632493536E7
Malaysia,Mangoes mangosteens guavas,144.12638509241933,14.998734505895838,0.5821115975152086,6.961772278999314E7
Egypt,Strawberries,21.00975075281975,144.35229669665512,6.251985229554957,5.418993431949467E10
Mexico,Fruit Primary,321.1306110792139,113.71609918664055,5.351770971719678,1.062536460653193E10
Brazil,Tomatoes,1567.406690781891,265.38130553452595,10.514518980137764,4.03046869945413E10
Myanmar,Chillies and peppers dry,25.066731124929362,3.395362409543936,0.14865676269409564,5631766.711601906
Malawi,Fruit fresh nes,187.66425928535122,45.95565850432428,2.102037896713001,1.3211069135568566E9
Bolivia (Plurinational State of),Sugar cane,1482.443841606263,343.06099818728154,16.476604691624722,8.21652587355063E10
United States of America,Citrus Fruit Total,709.692006432569,89.99011235931658,12.624404314841872,6.369539723840538E10
China,Oilcrops Cake Equivalent,18.486738514164884,2.5854894062915417,0.3827823657736682,6.564804322771685E7
France,Pears,583.2741646440887,92.56377465235374,8.359322311703334,2.6696483737284397E10
Lebanon,Citrus Fruit Total,558.919553610833,181.3833733458672,11.26412291304571,5.12500890846159E10
Greece,Oilcrops Oil Equivalent,24.163987990151085,6.986140794205464,0.4676267384461338,1.3254198284036669E8
Malawi,Okra,24.138854515996535,6.099726277410263,0.27468836099171107,1.5998221528699967E8
Solomon Islands,Oilcrops,257.1341354149978,25.509842509803004,0.9901853968791345,1.9501778942627478E8
Sudan,Fibre Crops Primary,0.24707154249580376,0.16251086291929842,0.005846359649705792,4.128108016822879E7
Austria,Soybeans,47.270831148932395,3.5546656619874124,0.4926417889556063,3.92348338241585E8
Ireland,Hops,30.849974955160455,2.9281778385461634,0.30814386791042225,6.879504710067584E7
Central African Republic,Coarse Grain Total,32.16645598995115,7.3114347835580125,0.2891897898449383,2.5747555958532467E7
Kenya,Chillies and peppers dry,21.835077623126796,9.745674695472061,0.3943776758808449,5.994270227565698E7
Sweden,Oilcrops Cake Equivalent,30.583470790490534,1.222588831189215,0.5737708818075327,1.3181611570611688E8
Albania,Cereals Total,84.17607976794633,12.393350501845521,1.067106458596051,4.6889029055597204E8
Czechia,Berries nes,30.853772382942243,4.587812830264383,0.5434350662317482,9.163394139133692E8
United States of America,Chillies and peppers green,468.39627149186305,59.94639841858331,8.294115379615018,3.3173034012534256E10
Norway,Peas green,188.94052307646848,2.7310447047946678,2.1887208615944473,1.5945445422729814E9
Libya,Barley,0.815510595219177,4.589409830621924,0.20617181635205045,2.013705054968253E7
Chile,Carrots and turnips,666.2963185919656,93.3742015825873,11.613127241775082,5.460321579509789E10
Suriname,Fruit Primary,670.0306027629642,90.67773459511699,3.490658634318734,3.3438947228692813E9
Uzbekistan,Chillies and peppers green,219.32323820530092,159.8515012295809,12.346654193189961,6.852192593479995E11
Nepal,Ginger,236.40412682077516,29.856839412943792,2.2979448826715805,6.358049559783743E9
Belgium,Cauliflowers and broccoli,161.77431896432174,23.14725567381528,2.178865991071034,3.189441202421576E10
Guatemala,Rubber natural,54.82947342614738,6.202286000373642,0.25630643896015975,7.172197979581405E7
Austria,Beans green,471.7629243903887,33.47654015405901,5.0112920238123175,7.801339888803404E9
Armenia,Linseed,6.9183313377434965,1.343081740835626,0.16071998288607217,1.6826950831951797E8
Syrian Arab Republic,Sugar cane,468.1093310998536,346.8104816666751,19.228052026754558,2.3200827139275388E11
Belarus,Cranberries,33.01476440046804,4.725759031260825,0.6331235909136403,1.2436869502240205E9
Greece,Fruit stone nes,37.15055967570145,11.391965745052806,0.7461084288497798,8.803085077729728E8
Japan,Yams,828.3120354915638,70.63234076439264,6.032680741175863,6.744527050698308E9
Cabo Verde,Roots and Tubers Total,118.37645285453941,85.70760555153096,3.702396594305304,7.847127169710257E9
Kyrgyzstan,Pears,16.743770268939244,1.4146090189945555,0.5337697475417458,9.663577438693528E8
Lebanon,Grapes,163.73877687051214,53.6023717275842,3.313485801796656,4.833241636335279E9
Greece,Groundnuts with shell,67.4431866524081,20.204240042944974,1.3384929161250203,7.615856534981606E8
Algeria,Citrus Fruit Total,30.584436773026248,98.77126125630396,4.295036044933477,8.910460789153439E9
Uzbekistan,Fruit fresh nes,12.940172071251014,9.740052947946152,0.7628984446453546,1.7542391455714216E9
Denmark,Anise badian fennel coriander,19.755121086757264,2.7336540236481777,0.3442234017481953,5.2722315945868336E7
Albania,Roots and Tubers Total,338.5004038574031,49.84794150672605,4.2533633532569,8.75993097590222E9
France,Quinces,1193.7198065229338,176.08052296110026,16.86630659521052,8.169382572377113E11
Papua New Guinea,Sugar cane,1734.7649917844037,174.114107920565,6.856201775702375,1.4021010917965214E10
China,Vanilla,6.041462831286076,0.8873502240712604,0.12495248130051526,2.8168638821698315E7
Syrian Arab Republic,Peaches and nectarines,69.35435053440055,52.39841380534042,2.8969213565502225,4.117864561839454E9
India,Garlic,138.6309052243247,37.29435080934516,1.555968368288037,7.435001843311117E8
Burundi,Tobacco unmanufactured,30.601020130493325,6.382727360402347,0.30874690341842304,2.8901247684124753E7
France,Linseed,34.9545556904708,5.622826409639879,0.4998662564028651,1.3075652246133457E8
Algeria,Rice paddy,7.499336523747368,24.44274378534873,1.0744004153698592,5.724454846522219E8
United Arab Emirates,Vegetables fresh nes,44.778743714738034,233.8715521556881,8.575467026410823,6.926880097243747E10
Fiji,Ginger,932.0149412982091,105.99391726570089,4.351665139017575,1.9084743211633183E10
Honduras,Papayas,502.69011050115836,71.70035178035884,2.9301785086156253,1.0950209501126837E10
Slovenia,Pears,249.81798178204934,24.335241125035243,2.4040438009028375,1.4929479499435581E10
South Africa,Fibre Crops Primary,9.468813948320797,4.476146858027565,0.2466303345849184,3.071843611790908E7
France,Cereals Rice Milled Eqv,158.8000485673969,25.223349870506805,2.268417866510999,2.0578382083102129E9
Canada,Rye,30.73712531469298,-5.726299801801044,0.8203956509438579,3.015789664179491E8
Turkey,Tomatoes,755.1828801476256,188.29515548442993,15.994521767520046,1.1539807775504039E11
India,Cocoa beans,9.88203506230016,2.6748202958610876,0.111143373319568,1.0788790327314522E7
Ecuador,Spices nes,43.90570604032162,6.199524821078277,0.2813048486591152,9.781872807642308E7
Lao People's Democratic Republic,Sweet potatoes,345.4921250193718,56.478576816464184,2.3756184120324177,1.252612342622466E9
Azerbaijan,Apricots,52.41973787053599,18.098658278438382,1.5386747408394934,6.637897602156302E9
Belarus,Pulses Total,18.47079456490315,2.6125159592626197,0.3553064266603183,3.5224057063179934E8
Haiti,Fruit fresh nes,120.73191173014976,22.943691919705966,0.9123457786905003,8.262430099698563E8
Malaysia,Cucumbers and gherkins,833.1976903452615,88.56537869475629,3.4561052749749397,1.2350986769484067E9
Austria,Currants,334.5621033142203,25.137693093100395,3.5144792083736007,3.309517923702538E10
Serbia,Mustard seed,3.323659052608032,0.6200537082877121,0.05528798998525632,7.817958732662569E7
Togo,Cocoa beans,18.39570204855103,5.247631209696984,0.19285757192444317,1.4700156852877434E7
Uruguay,Sweet potatoes,256.9276022092845,42.68711341249174,2.3933091501083235,2.0318803387428255E9
Guyana,Coarse Grain Total,56.040930502563626,7.631261663570126,0.2954907731094321,2.087696796958991E7
Portugal,Kiwi fruit,148.3408693360903,33.03894372738128,2.0926630047533323,8.701262272225155E9
Switzerland,Cereals nes,27.444626126647286,1.493155264216221,0.21896333454510125,1.0753961128539896E9
Belize,Coarse Grain Total,79.38356840852029,11.819116016121479,0.45859985115469526,7.377232860296687E7
Spain,Sunflower seed,19.180300919646168,5.503636728302282,0.39130526654773723,6.534193310387675E7
Bangladesh,Fibre Crops Primary,65.42529704947952,8.108527730550675,0.3211829484261172,1.3485122910422478E7
Cyprus,Almonds with shell,6.919933176322447,3.5177419444871045,0.18583822345770812,1.8541237741379987E7
Japan,Peaches and nectarines,605.5252985279852,51.65481546077767,4.4267584325253315,3.808693219952683E9
Kenya,Avocados,332.7760508747765,148.58608664406765,6.026497735494653,1.396209453667025E10
Cameroon,Tea,81.66393263146048,16.29626646757251,0.6490430036523429,1.3810457203333595E8
Antigua and Barbuda,Cabbages and other brassicas,199.23881045375177,29.388979609685293,1.11101545413738,3.204807325972319E8
Peru,Tea,54.45455128708001,8.425554205573098,0.42245236781923,1.2739109509247169E8
Ethiopia,Cereals Total,14.497796176502742,5.652960464232676,0.2393329458502443,1.6930546340268487E8
Argentina,Pears,302.7753939159551,89.98209517303768,6.356844057626551,4.991977835944662E10
Mauritius,Oilcrops Cake Equivalent,22.048433382980942,3.5941708069011336,0.1561063142257245,5638171.438036204
Turkmenistan,Apricots,22.9726413466273,28.667395899731527,1.7895365891299158,1.048138569683179E10
North Macedonia,Cauliflowers and broccoli,130.98273220799751,25.591356987300706,2.506467606237239,2.0630093387383736E10
Poland,Cabbages and other brassicas,697.9907613178565,111.1019922419637,13.75692508322214,7.905194454158495E10
Republic of Korea,Bananas,220.02911457515663,21.121671741941572,1.8032324012210756,1.1610727694299097E11
Belarus,Quinces,8.415855442929033,1.2152132875940773,0.15845545524061214,3.5369748737575537E8
Greece,Cherries,113.61288724428323,33.65566667818869,2.2328268544809724,2.0087157101519055E9
Lithuania,Cabbages and other brassicas,231.67240888094562,30.117952488622674,4.184690097147161,4.979584790539259E10
Benin,Coffee green,9.099923704595843,2.954918407278614,0.10703667642203624,4752278.805461816
Tunisia,Roots and Tubers Total,107.96429100088177,108.60508207870583,5.431711646699587,1.3519416023792555E10
Uzbekistan,Oilcrops Cake Equivalent,2.345180020266318,1.778082154997668,0.13860596213060997,5.264258051284411E7
Nepal,Chillies and peppers dry,19.267247833175112,2.4191953255620398,0.18711593904816584,4.785973352044345E7
Dominica,Cucumbers and gherkins,233.5812594138611,19.55604215615141,0.8469468366854074,3.046107571549081E8
Germany,Currants,98.96960161161896,14.652558649417786,1.6098210838398563,3.757263839621654E9
Austria,Rye,125.32819007126821,9.021630588121285,1.3339804355343123,5.589361280133088E8
Gabon,Oilcrops Oil Equivalent,23.00396491657921,3.8378387019695843,0.15318242347997557,4511417.543884139
United Republic of Tanzania,Coconuts,40.49087345660017,10.583727271384555,0.4685674999124265,6.957817078270093E7
Austria,Millet,53.334701468620025,3.815974654256399,0.5619365369608766,3.5257543417310953E8
Mexico,Blueberries,60.49458555622908,21.47816900260108,0.9920828256721006,3.264638983074128E9
Poland,Hops,25.259518681918863,4.0448015725893685,0.5004561809361707,1.0410704734118125E8
Lithuania,Fruit fresh nes,7.3911092987939595,0.9308701561058482,0.12849142831069651,1.2864858860722357E8
Sweden,Plums and sloes,57.125661130830544,2.5181967452329834,1.0349357110995572,1.6536527851128223E9
Bahrain,Cauliflowers and broccoli,31.54209821139836,170.68361679984065,6.170434211838126,3.967599247804912E10
Saint Vincent and the Grenadines,Pumpkins squash and gourds,384.79244046627684,80.26902894312603,2.9603784844960366,2.022417467580424E9
Sudan,Carrots and turnips,3.8830899226972524,2.554095416073581,0.0918840754014475,1.0196720030042278E10
Argentina,Barley,42.72776344556505,12.750213622536158,0.9055851942976176,3.9233276586691386E8
Panama,Cassava,377.6530567671083,42.66370206370466,1.6769512786999399,9.884385596518773E8
Solomon Islands,Yams,276.98714501138505,27.382147254225508,1.0653206861435294,7.85757210663091E7
Rwanda,Wheat,34.74040875443658,6.573876740761924,0.3450957357925616,3.770597679433907E7
Malaysia,Coconuts,148.01237559041246,15.299282322313587,0.5963304135012967,3.563721157295825E7
Tunisia,Cranberries,27.323029006216235,27.788943471248352,1.3599266182529486,3.818386066372011E9
Botswana,Millet,3.786921780833028,2.513086709919211,0.11624776350315899,8430499.985907368
Netherlands,Melons other inc.cantaloupes,1246.8363720126204,185.5117387856422,19.076863177637797,1.5893936015998062E11
Yemen,Vegetables Primary,67.25748430007049,128.39083724601565,5.333440616643116,1.2467792686605814E10
Russian Federation,Peaches and nectarines,26.107157447762088,-3.9343439593310596,0.7404110185948831,1.6096381528838363E9
Paraguay,Cereals Total,65.19737166678327,16.443812696445814,0.7001831391542255,1.710901259036482E8
France,Cucumbers and gherkins,1959.3078674584374,319.3769512081264,28.22676700096221,4.868224966432753E11
France,Cereals nes,38.04128327431108,6.263192269054402,0.5455699207730358,6.866851836283426E8
Grenada,Bananas,136.98035877511336,29.41623479726705,1.097820936729492,3.335413108155999E8
Switzerland,Oats,191.2629405374964,9.415540391779896,1.527535769972782,5.388219904239455E8
Republic of Korea,Oilcrops Oil Equivalent,9.357787682869622,0.9374161041560072,0.0802302795979115,1854673.7425545244
Slovakia,Chillies and peppers green,142.17699650889446,19.81422360384878,2.3544984508649036,1.6255650293756367E10
Solomon Islands,Taro cocoyam,647.0810700419277,64.36926220203758,2.4936612930495405,1.3502474127629232E9
Kyrgyzstan,Spices nes,11.345475217810854,0.9967147185504316,0.36337076030993215,3.9361602679746634E8
Republic of Moldova,Fruit Primary,30.0587375708496,7.83444456313823,0.7533119305375812,1.5590301027557151E9
Republic of Moldova,Onions shallots green,4.577244420634651,1.387577481355135,0.13610225122065953,2.48320634532354E9
Singapore,Roots and tubers nes,378.15960640102213,55.38049544340918,2.034877039136944,6.5296298822055E8
Bulgaria,Rapeseed,18.75307580724937,4.436939333906323,0.39293836294198675,1.5763683611930478E8
New Zealand,Chillies and peppers green,845.3726134686357,62.86400219801781,5.990071697208851,2.858694790713472E10
Argentina,Plums and sloes,84.78073775638113,25.262023317653323,1.7855183456020305,3.7565135415476823E9
Haiti,Sesame seed,11.717231482565717,2.3571978518510344,0.0945112675640495,1944508.9497308952
Sudan,Seed cotton,0.4723900470109989,0.3107137042120058,0.011177985460687502,1.5090619778827208E8
Austria,Cucumbers and gherkins,1643.6927612582908,121.60407601180056,17.23635638883529,1.789558524356129E11
Cuba,Oilcrops,79.64186635045381,18.218562124714623,0.716726265608122,1.6577863416075957E8
Dominican Republic,Papayas,3056.8635616483175,566.6802544887446,22.883986678710517,8.535735638601884E11
Iran (Islamic Republic of),Cherries sour,49.29532658205511,50.46031684624826,2.87230112949406,3.888734700395948E9
Sudan,Onions dry,6.664371207360809,4.383478181187638,0.15769647335260012,3.003474563264265E10
Denmark,Pumpkins squash and gourds,320.2640238952162,44.68229700261139,5.631204535797539,4.3744391415726814E10
Slovenia,Peas dry,53.75163142649117,5.216620034726564,0.5183503851911461,6.484369428208816E8
Hungary,Grapes,111.85957485584296,23.728059526693148,2.2924640086969883,2.397352596739183E9
Belarus,Barley,25.634403077176863,3.6199899861269267,0.49280909935095885,6.629980594239012E8
China,Tallowtree seed,28.11723743986951,4.053671680177681,0.5819919666168442,4.923593566963939E8
Guinea-Bissau,Vegetables fresh nes,226.51848882975227,47.24520762461715,1.7519848070226538,5.870200102795657E8
India,Cashew nuts with shell,18.374208029204496,4.9565405454875355,0.20657237179352497,1.4095740409694212E7
Guyana,Cabbages and other brassicas,243.4728882442803,33.66093357348452,1.3038941293298434,1.933426130186312E8
Seychelles,Tea,19.647943870772295,3.902011491704041,0.1436363962349512,3870788.4020411815
United Arab Emirates,Vegetables Primary,64.1023095043089,337.25239759669006,12.401294838441741,9.161826985640956E10
Antigua and Barbuda,Citrus Fruit Total,110.53097118397544,16.51219785626408,0.6187301223338345,3.445040273273471E8
New Zealand,Blueberries,110.08643865920833,8.225442961833709,0.7811565326304085,5.648315790227966E8
Montenegro,Garlic,21.22717520847867,2.2140314865636626,0.22456464850485605,1.1963374488922956E9
Jordan,Plums and sloes,17.753626919260057,41.35740009885458,2.1624434380498747,3.013801979727303E9
Guatemala,Mangoes mangosteens guavas,404.5764292055369,45.822632519562404,1.90163570682519,9.60302674140215E9
Jamaica,Roots and tubers nes,566.2863438445024,81.67465271128934,3.2222317559435902,2.4889662559828663E9
India,Okra,252.66954033425992,68.05220699484198,2.834907288924668,2.88355729016854E9
North Macedonia,Melons other inc.cantaloupes,104.54049147814725,20.481895908745468,1.970695404915547,3.7729006745433784E10
Malta,Carrots and turnips,96.87719674463388,61.59119983071894,3.163913756806412,8.304587866688391E10
Slovakia,Millet,14.892370019981403,2.010453858470887,0.24282463992716347,2.0635307074543515E8
Mexico,Sugar beet,417.78920718047965,147.17235092197322,6.819306493500402,9.512996714386365E10
Myanmar,Fruit Primary,192.86504122453303,25.925217227294638,1.1385301267013035,1.543183196668069E8
El Salvador,Bastfibres other,54.41943944945498,9.259345662821083,0.3722857080486309,3.9626990800354466E7
Somalia,Cassava,103.07190143366537,126.93405665494163,4.702631508258054,9.378154791880337E9
Niger,Lettuce and chicory,36.14545239591199,65.33147760107207,2.343286692824196,1.3043353869865335E10
Cameroon,Cocoa beans,12.715879581880333,2.512373110206868,0.10026907750638463,2262848.0696874103
Morocco,Lemons and limes,81.06488772669027,62.62307463035582,3.4607506104564707,1.9844321021613804E10
Iraq,Grapefruit inc. pomelos,25.88918517096903,38.304542842355275,1.750571412433877,5.901004527943695E9
